route_short_name,trip_id,direction_id,first_stop,last_stop,num_stops,geometry
24,NORMAL_24_Katraj To Lohagaon_Up-0530_0,0,Katraj,Lohegaon,43,"LINESTRING (73.85868 18.44682,73.85802 18.45011,73.85815 18.45441,73.85836 18.45738,73.85805 18.46377,73.8577 18.46808,73.85632 18.47501,73.85713 18.48104,73.8574 18.48674,73.85732 18.48938,73.85771 18.49362,73.85771 18.49689,73.85818 18.49961,73.86139 18.50032,73.86381 18.5,73.86652 18.50058,73.86848 18.50561,73.86824 18.51081,73.86869 18.51256,73.8686 18.5149,73.86831 18.51879,73.86771 18.52009,73.87201 18.52561,73.87317 18.52741,73.87797 18.53299,73.88095 18.53678,73.88344 18.54068,73.88506 18.54518,73.88803 18.54579,73.88946 18.55204,73.89 18.55451,73.89141 18.55931,73.89337 18.56352,73.89343 18.56402,73.89978 18.57263,73.89951 18.57452,73.9031 18.57797,73.90509 18.58532,73.91241 18.58714,73.91546 18.59068,73.91704 18.59181,73.9226 18.59354,73.92457 18.59592)"
24,NORMAL_24_Katraj To Maharashtra Housing Board Samtanagar (Ladies Sp)_Up-0730_0,1,Katraj,Maharashtra Housing Board Samtanagar,38,"LINESTRING (73.85868 18.44682,73.85811 18.44982,73.85846 18.45382,73.85815 18.45762,73.85805 18.46377,73.8577 18.46808,73.85626 18.47585,73.85713 18.48104,73.8574 18.48674,73.85732 18.48938,73.85771 18.49362,73.85771 18.49689,73.85818 18.49961,73.85969 18.50053,73.86381 18.5,73.86652 18.50058,73.86848 18.50561,73.8657 18.51054,73.85971 18.51222,73.85961 18.51273,73.85937 18.5161,73.86035 18.51902,73.8622 18.52256,73.86662 18.52243,73.87148 18.52507,73.87317 18.52741,73.87797 18.53299,73.88095 18.53678,73.88344 18.54068,73.88416 18.54528,73.88803 18.54579,73.88946 18.55204,73.89 18.55451,73.89107 18.55827,73.8942 18.55825,73.8956 18.55796,73.89753 18.56003,73.89685 18.5616)"
24,NORMAL_24_Katraj To Maharashtra Housing Board Samtanagar_Up-0520_0,0,Katraj,Maharashtra Housing Board Samtanagar,38,"LINESTRING (73.85868 18.44682,73.85802 18.45011,73.85815 18.45441,73.85836 18.45738,73.85805 18.46377,73.8577 18.46808,73.85632 18.47501,73.85713 18.48104,73.8574 18.48674,73.85732 18.48938,73.85771 18.49362,73.85771 18.49689,73.85818 18.49961,73.86139 18.50032,73.86381 18.5,73.86652 18.50058,73.86848 18.50561,73.8657 18.51054,73.85973 18.51223,73.85962 18.5128,73.85937 18.5161,73.86035 18.51902,73.8622 18.52256,73.86645 18.52245,73.87201 18.52561,73.87317 18.52741,73.87797 18.53299,73.88095 18.53678,73.88344 18.54068,73.88506 18.54518,73.88803 18.54579,73.88946 18.55204,73.89 18.55451,73.89141 18.55931,73.8942 18.55825,73.8956 18.55796,73.89753 18.56003,73.89685 18.5616)"
24,NORMAL_24_Lohagaon To Katraj_Down-0655_0,0,Lohegaon,Katraj,46,"LINESTRING (73.92457 18.59592,73.92261 18.59353,73.91687 18.59172,73.91453 18.58983,73.91245 18.58709,73.90514 18.58534,73.90311 18.57794,73.8996 18.57458,73.89977 18.57239,73.89354 18.56402,73.89339 18.56353,73.89177 18.55987,73.89009 18.55426,73.88963 18.55214,73.88856 18.54563,73.88546 18.54501,73.88363 18.54064,73.88023 18.53574,73.87641 18.53144,73.8762 18.52876,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.86996 18.52382,73.86766 18.52036,73.86845 18.51865,73.86854 18.51747,73.86883 18.51257,73.86843 18.51055,73.8686 18.50574,73.86809 18.50099,73.86381 18.49982,73.86118 18.50011,73.85851 18.49917,73.85811 18.49701,73.85808 18.4943,73.85766 18.48967,73.85767 18.48638,73.85734 18.48107,73.85626 18.47585,73.8577 18.46867,73.85817 18.4644,73.85851 18.45702,73.85853 18.4538,73.85864 18.44989,73.85961 18.44749)"
24,NORMAL_24_Maharashtra Housing Board Samtanagar To Katraj (Ladies Sp)_Down-0810_0,1,Maharashtra Housing Board Samtanagar,Katraj,40,"LINESTRING (73.89685 18.5616,73.89753 18.56003,73.8956 18.55796,73.8942 18.55825,73.89132 18.55825,73.89009 18.55426,73.88963 18.55214,73.88856 18.54563,73.88546 18.54501,73.88363 18.54064,73.8819 18.53794,73.87746 18.53252,73.8762 18.52876,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.86996 18.52382,73.86774 18.52284,73.86132 18.52201,73.86135 18.52088,73.86144 18.51984,73.86186 18.5135,73.86203 18.51117,73.86223 18.50889,73.86238 18.50804,73.86408 18.50077,73.86142 18.50016,73.85851 18.49917,73.85823 18.49649,73.85808 18.4943,73.85766 18.48967,73.85767 18.48638,73.85734 18.48107,73.85632 18.47501,73.8577 18.46867,73.85817 18.4644,73.85851 18.45702,73.85853 18.4538,73.85834 18.44986,73.85962 18.4476)"
24,NORMAL_24_Maharashtra Housing Board Samtanagar To Katraj_Down-0635_0,0,Maharashtra Housing Board Samtanagar,Katraj,40,"LINESTRING (73.89685 18.5616,73.89753 18.56003,73.8956 18.55796,73.89523 18.5579,73.89177 18.55987,73.89009 18.55426,73.88963 18.55214,73.88856 18.54563,73.88546 18.54501,73.88363 18.54064,73.88023 18.53574,73.87641 18.53144,73.8762 18.52876,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.86996 18.52382,73.86774 18.52284,73.86132 18.52201,73.86135 18.52088,73.86191 18.51574,73.86186 18.5135,73.86203 18.51117,73.86223 18.50889,73.86238 18.50804,73.86381 18.49982,73.86118 18.50011,73.85851 18.49917,73.85811 18.49701,73.85808 18.4943,73.85766 18.48967,73.85767 18.48638,73.85734 18.48107,73.85626 18.47585,73.8577 18.46867,73.85817 18.4644,73.85851 18.45702,73.85853 18.4538,73.85864 18.44989,73.85961 18.44749)"
252,NORMAL_252_Charholi Gaon To Ma Na Pa Bhavan_Down-0640_0,1,Charoli Gaon,Ma Na Pa Petrol Pump,46,"LINESTRING (73.90788 18.65387,73.89903 18.65716,73.89685 18.65849,73.89534 18.65978,73.88669 18.66144,73.88572 18.65708,73.88416 18.65391,73.88078 18.64692,73.88048 18.64596,73.87743 18.64175,73.87534 18.63872,73.87481 18.63326,73.87457 18.62753,73.87411 18.62255,73.87404 18.61778,73.87285 18.61367,73.87343 18.6071,73.87317 18.59979,73.87335 18.59764,73.87421 18.59103,73.87515 18.58778,73.8752 18.5838,73.87642 18.57974,73.87663 18.57677,73.87752 18.57413,73.87868 18.57072,73.87973 18.56736,73.87713 18.56412,73.87628 18.55849,73.87456 18.55436,73.87353 18.55253,73.8705 18.54898,73.86901 18.54992,73.86421 18.55308,73.86025 18.55468,73.85818 18.55365,73.85548 18.55023,73.85188 18.54743,73.85171 18.543,73.85085 18.53892,73.85135 18.53521,73.8543 18.53152,73.85234 18.52864,73.84924 18.52451,73.85004 18.52216,73.85419 18.52324)"
252,NORMAL_252_Ma Na Pa Bhavan To Charholi Gaon_Up-0530_0,1,Ma Na Pa Petrol Pump,Charoli Gaon,45,"LINESTRING (73.85419 18.52324,73.85281 18.52634,73.8507 18.52999,73.85415 18.53121,73.85124 18.53504,73.85067 18.53894,73.85152 18.54299,73.85164 18.54685,73.85526 18.55,73.85782 18.55357,73.86186 18.55535,73.86521 18.55262,73.8695 18.54987,73.87043 18.54923,73.8731 18.55241,73.87481 18.55585,73.87606 18.55893,73.87699 18.56477,73.87919 18.5671,73.87868 18.57072,73.87731 18.5742,73.87641 18.57713,73.87626 18.57982,73.87506 18.58371,73.87499 18.58724,73.87421 18.59103,73.87335 18.59764,73.87306 18.59979,73.87335 18.60666,73.87291 18.6137,73.87404 18.61778,73.87411 18.62255,73.87442 18.62723,73.8749 18.63344,73.87474 18.63791,73.8775 18.64171,73.88052 18.64625,73.8807 18.64701,73.88412 18.65406,73.88557 18.65703,73.88669 18.66144,73.89532 18.65986,73.89685 18.65849,73.89903 18.65716,73.90788 18.65387)"
253,NORMAL_253_Upper Depot To Vidyanagar_Up-0520_0,0,Upper Depot,Vidyanagar,51,"LINESTRING (73.87175 18.46082,73.86735 18.46096,73.86501 18.46301,73.86453 18.46581,73.86408 18.4686,73.86308 18.47236,73.86237 18.47535,73.86167 18.47827,73.86077 18.4818,73.85945 18.48466,73.85812 18.48646,73.85732 18.48938,73.85771 18.49362,73.85771 18.49689,73.85817 18.49928,73.85369 18.50314,73.85294 18.50581,73.85092 18.5074,73.84758 18.50956,73.84545 18.5111,73.84147 18.51806,73.84086 18.52275,73.84179 18.52647,73.84432 18.52644,73.84947 18.52474,73.85004 18.52216,73.85209 18.52235,73.85274 18.52622,73.8507 18.52999,73.85415 18.53121,73.85124 18.53504,73.85067 18.53894,73.85152 18.54299,73.85164 18.54685,73.85526 18.55,73.85782 18.55357,73.86521 18.55262,73.8695 18.54987,73.8718 18.54993,73.87366 18.55273,73.87517 18.55623,73.87644 18.5599,73.87875 18.56651,73.87889 18.57055,73.87997 18.57296,73.88209 18.57312,73.88459 18.57351,73.8883 18.57389,73.89142 18.57425,73.89059 18.57699,73.8904 18.57971)"
253,NORMAL_253_Upper Depot To Vidyanagar_Up-1130_0,0,Upper Depot,Swargate,15,"LINESTRING (73.87175 18.46082,73.86735 18.46096,73.86501 18.46301,73.86453 18.46581,73.86408 18.4686,73.86308 18.47236,73.86237 18.47535,73.86167 18.47827,73.86077 18.4818,73.85945 18.48466,73.85812 18.48646,73.85732 18.48938,73.85771 18.49362,73.85771 18.49689,73.85817 18.49928)"
253,NORMAL_253_Vidyanagar To Upper Depot_Down-0630_0,0,Vidyanagar,Upper Depot,49,"LINESTRING (73.89041 18.57977,73.89073 18.57683,73.89148 18.5742,73.88906 18.57419,73.88458 18.5734,73.88163 18.57301,73.87922 18.57266,73.87904 18.57032,73.87865 18.5662,73.87642 18.55958,73.87515 18.55588,73.87366 18.55273,73.87197 18.55009,73.86901 18.54992,73.86475 18.55275,73.85818 18.55365,73.85548 18.55023,73.85188 18.54743,73.85171 18.543,73.85085 18.53892,73.85139 18.53515,73.85415 18.53121,73.85174 18.5278,73.85281 18.52634,73.85258 18.52238,73.8473 18.52183,73.84423 18.51824,73.84274 18.51645,73.8457 18.51084,73.84752 18.50953,73.84974 18.50821,73.85285 18.5061,73.85478 18.50442,73.85789 18.50159,73.85817 18.49928,73.85817 18.49701,73.85808 18.4943,73.85766 18.48967,73.85817 18.4867,73.85971 18.48435,73.86102 18.48175,73.86174 18.47836,73.8625 18.47545,73.86288 18.47312,73.86431 18.46815,73.86466 18.46559,73.86498 18.46356,73.8674 18.461,73.87174 18.46086)"
253,NORMAL_253_Vidyanagar To Upper Depot_Down-1220_0,0,Swargate,Upper Depot,15,"LINESTRING (73.85817 18.49928,73.85817 18.49701,73.85808 18.4943,73.85766 18.48967,73.85817 18.4867,73.85971 18.48435,73.86102 18.48175,73.86174 18.47836,73.8625 18.47545,73.86288 18.47312,73.86431 18.46815,73.86466 18.46559,73.86498 18.46356,73.8674 18.461,73.87174 18.46086)"
255,NORMAL_255_Pimplegurav  To Sutarwadi Bus Stand_Down-0645_0,1,Pimple Gurav,Sutarwadi Bus Stand Up,30,"LINESTRING (73.81893 18.59291,73.8171 18.59107,73.81626 18.58586,73.81562 18.58143,73.81602 18.57924,73.81547 18.57539,73.81223 18.57628,73.81048 18.57559,73.80692 18.57315,73.80761 18.56679,73.80768 18.5606,73.8092 18.56027,73.80927 18.5565,73.80957 18.55339,73.80976 18.54988,73.80553 18.55076,73.80375 18.55203,73.80096 18.55461,73.79572 18.55514,73.79734 18.55162,73.7936 18.55192,73.79196 18.55197,73.79167 18.55164,73.79133 18.54923,73.79027 18.5424,73.78518 18.54348,73.78495 18.54184,73.78475 18.53888,73.78186 18.53856,73.78131 18.5387)"
255,NORMAL_255_Sutarwadi Bus Stand To Pimplegurav_Up-0600_0,1,Sutarwadi Bus Stand,Pimple Gurav,30,"LINESTRING (73.78131 18.53874,73.78186 18.53856,73.78468 18.5389,73.7849 18.54236,73.78568 18.54358,73.79015 18.54267,73.79127 18.54915,73.79161 18.55172,73.79196 18.55211,73.79386 18.55199,73.79696 18.55178,73.79587 18.55519,73.80048 18.55488,73.80388 18.55215,73.8059 18.55076,73.80874 18.55032,73.80947 18.55338,73.80915 18.55592,73.80913 18.56027,73.80768 18.5606,73.8075 18.56673,73.80623 18.57354,73.81051 18.57572,73.81222 18.57625,73.81542 18.57539,73.816 18.57924,73.8156 18.58141,73.81615 18.58579,73.8171 18.59107,73.81887 18.59312)"
256,NORMAL_256_Balewadi Depot To Ma Na Pa_Down-0535_0,0,Balewadi Depot,Ma Na Pa,26,"LINESTRING (73.76566 18.57489,73.77509 18.57377,73.77983 18.57624,73.78083 18.57374,73.78257 18.56619,73.78277 18.56364,73.78408 18.56218,73.78575 18.56164,73.79238 18.55838,73.79587 18.55519,73.80048 18.55488,73.80388 18.55215,73.8059 18.55076,73.80992 18.55,73.81302 18.54881,73.81919 18.5466,73.82407 18.54442,73.82987 18.54156,73.83671 18.5365,73.83878 18.53498,73.84153 18.53312,73.84798 18.53078,73.85234 18.52864,73.84947 18.52474,73.85004 18.52216,73.85275 18.52241)"
256,NORMAL_256_Ma Na Pa To Balewadi Depot_Up-0610_0,0,Ma Na Pa,Balewadi Depot,25,"LINESTRING (73.85275 18.52241,73.85274 18.52622,73.84911 18.53028,73.84233 18.53238,73.83866 18.53485,73.83649 18.53649,73.83504 18.53749,73.82697 18.54235,73.82393 18.54433,73.81914 18.5465,73.81303 18.54867,73.80971 18.54993,73.80553 18.55078,73.80375 18.55203,73.80096 18.55461,73.79572 18.55514,73.79203 18.55844,73.78559 18.56154,73.78418 18.56196,73.78318 18.56321,73.7825 18.56645,73.78079 18.57359,73.77962 18.57623,73.7751 18.57369,73.76566 18.57489)"
256,NORMAL_256_PMC To Someshwarwadi_Up-0900_0,0,Ma Na Pa,Someshwarwadi,16,"LINESTRING (73.85275 18.52241,73.85274 18.52622,73.84911 18.53028,73.84233 18.53238,73.83866 18.53485,73.83649 18.53649,73.83504 18.53749,73.82697 18.54235,73.82393 18.54433,73.81914 18.5465,73.81303 18.54867,73.80971 18.54993,73.80553 18.55078,73.80458 18.54721,73.8044 18.54571,73.79931 18.54675)"
256,NORMAL_256_Someshwarwadi To PMC_Down-0935_0,0,Someshwarwadi,Ma Na Pa,17,"LINESTRING (73.79931 18.54679,73.8035 18.54592,73.80455 18.54731,73.8059 18.55076,73.80992 18.55,73.81302 18.54881,73.81919 18.5466,73.82407 18.54442,73.82987 18.54156,73.83671 18.5365,73.83878 18.53498,73.84153 18.53312,73.84798 18.53078,73.85234 18.52864,73.84947 18.52474,73.85004 18.52216,73.85275 18.52241)"
257,NORMAL_257_Alandi To Kesnand Phata via Markal_Down-0630_0,1,Alandi Phata,Kesnand phata,28,"LINESTRING (73.8563 18.73148,73.90242 18.67649,73.90962 18.67321,73.91917 18.67011,73.92538 18.66751,73.92839 18.66683,73.92868 18.6668,73.95325 18.66805,73.959 18.67013,73.9644 18.6715,73.96707 18.67213,73.97004 18.67339,73.97542 18.67329,73.98122 18.67047,73.98352 18.66982,73.99409 18.66907,74.0007 18.66513,74.00789 18.66113,74.01187 18.65735,74.01468 18.65456,74.0202 18.64838,74.03006 18.64107,74.03394 18.62717,74.02503 18.62092,74.01802 18.61304,74.01771 18.61243,73.99725 18.58953,73.98645 18.58162)"
257,NORMAL_257_Kesnand Phata To Alandi via Markal_Up-0730_0,1,Kesnand phata,Alandi Phata,32,"LINESTRING (73.98645 18.58162,73.99725 18.58953,74.0031 18.59711,74.00646 18.59929,74.00983 18.60152,74.01802 18.61304,74.02503 18.62092,74.03394 18.62717,74.03006 18.64107,74.0202 18.64838,74.01468 18.65456,74.01187 18.65735,74.00789 18.66113,74.0007 18.66513,73.99409 18.66907,73.98352 18.66982,73.98043 18.67066,73.97542 18.67329,73.97006 18.67336,73.96707 18.67213,73.96437 18.67147,73.95893 18.67008,73.95321 18.66803,73.93486 18.66601,73.92871 18.66677,73.92839 18.66683,73.92535 18.66749,73.91917 18.67009,73.90953 18.67321,73.90238 18.67648,73.90041 18.67654,73.85615 18.73154)"
26,NORMAL_26_Dhankawadi To Shivajinagar_Up-0530_0,0,Dhankawadi,Shivajinagar,23,"LINESTRING (73.85012 18.46539,73.85484 18.46549,73.85662 18.46392,73.85805 18.46377,73.8577 18.46808,73.85632 18.47501,73.85713 18.48104,73.8574 18.48674,73.85732 18.48938,73.85771 18.49362,73.85771 18.49689,73.85818 18.49961,73.85369 18.50314,73.8531 18.50573,73.84974 18.50821,73.84752 18.50953,73.84545 18.5111,73.84147 18.51806,73.84086 18.52275,73.8419 18.5264,73.84441 18.53118,73.8493 18.53023,73.84981 18.53071)"
26,NORMAL_26_Katraj To Shivajinagar_Up-0805_0,1,Katraj,Shivajinagar,23,"LINESTRING (73.85868 18.44682,73.85811 18.44982,73.85846 18.45382,73.85836 18.45738,73.85805 18.46377,73.8577 18.46808,73.85626 18.47585,73.85713 18.48104,73.8574 18.48674,73.85732 18.48938,73.85771 18.49362,73.85771 18.49689,73.85817 18.49928,73.85369 18.50314,73.85367 18.50822,73.85385 18.5122,73.85375 18.51493,73.85397 18.51828,73.8545 18.51973,73.85416 18.52371,73.85274 18.52622,73.85 18.52879,73.84926 18.53257)"
26,NORMAL_26_Shivajinagar To Dhankawadi_Down-0630_0,0,Shivajinagar,Dhankawadi,24,"LINESTRING (73.84926 18.53257,73.85234 18.52864,73.84924 18.52451,73.8473 18.52183,73.84423 18.51824,73.84274 18.51645,73.84574 18.51096,73.84758 18.50956,73.85092 18.5074,73.85285 18.5061,73.85491 18.50437,73.85789 18.50159,73.85851 18.49917,73.85811 18.49701,73.85808 18.4943,73.85766 18.48967,73.85767 18.48638,73.85734 18.48107,73.85626 18.47585,73.8577 18.46867,73.85817 18.4644,73.85701 18.46379,73.8549 18.46539,73.85014 18.4654)"
26,NORMAL_26_Shivajinagar To Katraj_Down-0855_0,1,Shivajinagar,Katraj,23,"LINESTRING (73.84926 18.53257,73.85234 18.52864,73.85281 18.52634,73.85414 18.52392,73.85587 18.5204,73.85623 18.51823,73.85808 18.51172,73.85812 18.50962,73.85871 18.50579,73.85856 18.50173,73.85849 18.50092,73.85832 18.49653,73.85808 18.4943,73.85766 18.48967,73.85767 18.48638,73.85734 18.48107,73.85632 18.47501,73.8577 18.46867,73.85817 18.4644,73.85851 18.45702,73.85853 18.4538,73.85827 18.44972,73.85911 18.44665)"
264,NORMAL_264_Bahulgaon To Ma Na Pa_Down-0715_0,0,Bahulgaon,Ma Na Pa Dengle Pul,72,"LINESTRING (73.99947 18.72207,73.99872 18.72551,73.99822 18.7273,73.9908 18.7293,73.97502 18.73312,73.96979 18.7342,73.96769 18.73454,73.96011 18.73558,73.95257 18.73608,73.94518 18.73545,73.94638 18.73177,73.94493 18.72675,73.9432 18.72224,73.94111 18.71935,73.93629 18.71859,73.93444 18.71444,73.93208 18.71108,73.92 18.69855,73.91889 18.69704,73.91677 18.69622,73.91329 18.69143,73.90532 18.68558,73.90501 18.6855,73.90055 18.68082,73.89703 18.67842,73.89535 18.67825,73.8927 18.67265,73.89186 18.67128,73.89039 18.66815,73.88941 18.66671,73.88671 18.66138,73.8857 18.65707,73.8843 18.65416,73.88207 18.65023,73.88063 18.64618,73.87709 18.64064,73.87545 18.63884,73.87495 18.63403,73.87457 18.62753,73.87411 18.62255,73.87416 18.61792,73.87291 18.6137,73.87343 18.6071,73.87317 18.59979,73.87335 18.59768,73.87442 18.59102,73.87515 18.58778,73.8752 18.5838,73.87642 18.57974,73.87663 18.57677,73.87752 18.57413,73.87894 18.57056,73.87973 18.56736,73.87713 18.56412,73.87628 18.55849,73.87456 18.55436,73.87353 18.55253,73.8705 18.54898,73.86901 18.54992,73.86475 18.55275,73.86025 18.55468,73.85818 18.55365,73.85548 18.55023,73.85188 18.54743,73.85171 18.543,73.85085 18.53892,73.85139 18.53515,73.8543 18.53152,73.85234 18.52864,73.84947 18.52474,73.85004 18.52216,73.85394 18.52312)"
264,NORMAL_264_Ma Na Pa To Bahulgaon_Up-0930_0,0,Ma Na Pa Dengle Pul,Bahulgaon,71,"LINESTRING (73.85515 18.52351,73.85274 18.52622,73.8507 18.52999,73.85415 18.53121,73.85124 18.53504,73.85067 18.53894,73.85152 18.54299,73.85164 18.54685,73.85526 18.55,73.85782 18.55357,73.86073 18.55511,73.86521 18.55262,73.8695 18.54987,73.87043 18.54923,73.8731 18.55241,73.87481 18.55585,73.87606 18.55893,73.87699 18.56477,73.87938 18.56749,73.87885 18.57041,73.87731 18.5742,73.87641 18.57713,73.87626 18.57982,73.87506 18.58371,73.87499 18.58724,73.87421 18.59103,73.87335 18.59764,73.87306 18.59979,73.87335 18.60666,73.87285 18.61367,73.87404 18.61778,73.8741 18.62203,73.87442 18.62723,73.87495 18.63403,73.87495 18.63847,73.87683 18.64053,73.88034 18.6461,73.88198 18.6504,73.88429 18.65437,73.88564 18.65741,73.88663 18.66173,73.88888 18.66622,73.89025 18.66825,73.89175 18.67122,73.89269 18.67268,73.89535 18.67825,73.89703 18.67842,73.90036 18.68091,73.90487 18.68559,73.90539 18.6858,73.91329 18.69154,73.91662 18.69615,73.91889 18.69704,73.91987 18.69855,73.93071 18.70925,73.93466 18.71475,73.93633 18.71861,73.94061 18.71928,73.94312 18.72225,73.94499 18.72716,73.94628 18.73181,73.94506 18.73505,73.95178 18.73618,73.96011 18.73558,73.9677 18.73457,73.97008 18.73424,73.97491 18.73324,73.99134 18.72919,73.99833 18.72735,73.99882 18.72521,73.99941 18.72201)"
27,NORMAL_27_Bharati Vidyapeeth To Shivajinagar_Up-0550_0,0,Bharati Vidyapeeth,Shivajinagar,25,"LINESTRING (73.85211 18.4574,73.85342 18.45651,73.85374 18.45463,73.85815 18.45441,73.85836 18.45738,73.85805 18.46377,73.8577 18.46808,73.85632 18.47501,73.85713 18.48104,73.8574 18.48674,73.85732 18.48938,73.85771 18.49362,73.85771 18.49689,73.85818 18.49961,73.85369 18.50314,73.8531 18.50573,73.84974 18.50821,73.84752 18.50953,73.8457 18.51084,73.84147 18.51806,73.84086 18.52275,73.8419 18.5264,73.84441 18.53118,73.8493 18.53023,73.84981 18.53071)"
27,NORMAL_27_Katraj To Shivajinagar_Up-0815_0,1,Katraj,Shivajinagar,23,"LINESTRING (73.85868 18.44682,73.85811 18.44982,73.85846 18.45382,73.85836 18.45738,73.85805 18.46377,73.8577 18.46808,73.85626 18.47585,73.85713 18.48104,73.8574 18.48674,73.85732 18.48938,73.85771 18.49362,73.858 18.4962,73.85817 18.49928,73.85369 18.50314,73.85367 18.50822,73.85385 18.5122,73.85375 18.51493,73.85397 18.51828,73.8545 18.51973,73.85416 18.52371,73.85274 18.52622,73.85 18.52879,73.84926 18.53257)"
27,NORMAL_27_Shivajinagar To Bharati Vidyapeeth_Down-0650_0,0,Shivajinagar,Bharati Vidyapeeth,27,"LINESTRING (73.84926 18.53257,73.85234 18.52864,73.84924 18.52451,73.8473 18.52183,73.84423 18.51824,73.84274 18.51645,73.84574 18.51096,73.84758 18.50956,73.85092 18.5074,73.85285 18.5061,73.85491 18.50437,73.85789 18.50159,73.85851 18.49917,73.85811 18.49701,73.85808 18.4943,73.85766 18.48967,73.85767 18.48638,73.85734 18.48107,73.85626 18.47585,73.8577 18.46867,73.85817 18.4644,73.85851 18.45702,73.85855 18.45473,73.85376 18.45457,73.85142 18.45405,73.85099 18.45551,73.85208 18.45734)"
27,NORMAL_27_Shivajinagar To Katraj_Down-0905_0,1,Shivajinagar,Katraj,23,"LINESTRING (73.84926 18.53257,73.85234 18.52864,73.85281 18.52634,73.85414 18.52392,73.85587 18.5204,73.85623 18.51823,73.85808 18.51172,73.85812 18.50962,73.85871 18.50579,73.85856 18.50173,73.85849 18.50092,73.85832 18.49653,73.85808 18.4943,73.85766 18.48967,73.85767 18.48638,73.85734 18.48107,73.85632 18.47501,73.8577 18.46867,73.85817 18.4644,73.85851 18.45702,73.85853 18.4538,73.85827 18.44972,73.85911 18.44665)"
275,NORMAL_275_Chinchwadgaon To Kothrud Stand_Down-0700_0,1,Chinchwad Gaon,Kothrud Stand,42,"LINESTRING (73.78209 18.62757,73.7803 18.62983,73.77729 18.63053,73.77576 18.62677,73.77437 18.62324,73.7712 18.62056,73.76736 18.61713,73.76541 18.61539,73.76867 18.61148,73.77206 18.60784,73.7773 18.60404,73.78066 18.59959,73.78451 18.59346,73.78957 18.58794,73.79831 18.58164,73.80692 18.57315,73.81201 18.56652,73.8135 18.56313,73.81558 18.55972,73.81788 18.55665,73.81897 18.55515,73.82136 18.55184,73.82356 18.54884,73.83059 18.54116,73.83671 18.5365,73.83878 18.53498,73.84153 18.53312,73.84798 18.53078,73.85234 18.52864,73.84947 18.52474,73.8473 18.52183,73.84423 18.51824,73.84274 18.51645,73.84103 18.51327,73.83826 18.51205,73.83528 18.5106,73.83192 18.50893,73.82887 18.50732,73.82417 18.5055,73.82034 18.50356,73.81499 18.50166,73.81357 18.50002)"
275,NORMAL_275_Kothrud Stand To Chinchwadgaon_Up-0545_0,1,Kothrud Stand,Chinchwad Gaon,40,"LINESTRING (73.81357 18.50002,73.8165 18.5024,73.82036 18.50379,73.8243 18.50543,73.8283 18.50722,73.83208 18.50909,73.83481 18.51048,73.83865 18.51238,73.84095 18.51347,73.84147 18.51806,73.84086 18.523,73.84179 18.52647,73.84441 18.53118,73.84233 18.53238,73.83866 18.53485,73.83649 18.53649,73.83504 18.53749,73.82702 18.54363,73.82344 18.54851,73.82163 18.5511,73.81882 18.55501,73.81764 18.55662,73.81542 18.5596,73.81312 18.56311,73.81219 18.56557,73.80623 18.57354,73.79861 18.58108,73.7893 18.58766,73.78421 18.5933,73.78039 18.59942,73.77746 18.60385,73.77189 18.60764,73.76571 18.61588,73.76622 18.61641,73.77102 18.62067,73.774 18.62326,73.77569 18.62597,73.77707 18.63127,73.7798 18.63011,73.78258 18.62784)"
276,NORMAL_276_Chinchwad Gaon to Warje Malawadi_Down-0650_0,0,Chinchwad Gaon,Warje Malwadi,49,"LINESTRING (73.78209 18.62757,73.7803 18.62983,73.77729 18.63053,73.77576 18.62677,73.77437 18.62324,73.7712 18.62056,73.76736 18.61713,73.76597 18.61466,73.76853 18.61149,73.77195 18.60773,73.7759 18.60445,73.78053 18.59962,73.78442 18.59351,73.78935 18.58784,73.79885 18.58108,73.80327 18.57688,73.8074 18.5725,73.81201 18.56652,73.8135 18.56313,73.81558 18.55972,73.81788 18.55665,73.81897 18.55515,73.82136 18.55184,73.82356 18.54884,73.82987 18.54156,73.82985 18.53986,73.83008 18.53576,73.83006 18.53014,73.83002 18.52814,73.8297 18.5246,73.82916 18.52139,73.83047 18.51976,73.8293 18.51629,73.82871 18.51314,73.83083 18.50854,73.82887 18.50732,73.82417 18.5055,73.82034 18.50356,73.81499 18.50166,73.81348 18.49995,73.81338 18.49461,73.81525 18.4912,73.81414 18.48873,73.81063 18.48472,73.80781 18.48203,73.80601 18.48054,73.80096 18.48023,73.79823 18.47793,73.7958 18.47573)"
