route_short_name,trip_id,direction_id,first_stop,last_stop,num_stops,geometry
135,NORMAL_135_Pune Station To Wadebolhai_Up-0530_0,0,Pune station,Wadebolhai,37,"LINESTRING (73.87317 18.52741,73.87797 18.53299,73.88095 18.53678,73.88344 18.54068,73.88549 18.54521,73.88791 18.54567,73.8922 18.54847,73.89567 18.55177,73.90513 18.55486,73.91238 18.55898,73.91945 18.56126,73.92319 18.56232,73.92864 18.56295,73.93286 18.56346,73.93782 18.5624,73.94395 18.56545,73.94761 18.56742,73.95492 18.57209,73.96023 18.57486,73.96411 18.57618,73.9683 18.57712,73.97487 18.57956,73.97913 18.58077,73.9824 18.58064,73.98719 18.58131,73.99052 18.57996,74.0211 18.57337,74.0222 18.57289,74.02339 18.57294,74.0246 18.57301,74.02692 18.5731,74.03328 18.57373,74.039 18.57481,74.04931 18.57589,74.07178 18.65007,74.07041 18.58442,74.07852 18.58677)"
135,NORMAL_135_Pune Station To Wadebolhai_Up-0705_0,0,Wagholi,Wadebolhai,14,"LINESTRING (73.9824 18.58064,73.98719 18.58131,73.99052 18.57996,74.0211 18.57337,74.0222 18.57289,74.02339 18.57294,74.0246 18.57301,74.02692 18.5731,74.03328 18.57373,74.039 18.57481,74.04931 18.57589,74.07178 18.65007,74.07041 18.58442,74.07852 18.58677)"
135,NORMAL_135_Wadebolhai To Pune Station_Down-0630_0,0,Wadebolhai,Wagholi,14,"LINESTRING (74.07852 18.58677,74.0732 18.58659,74.06157 18.58196,74.04676 18.57533,74.03781 18.57441,74.03261 18.5735,74.02692 18.5731,74.0246 18.57301,74.02339 18.57294,74.0222 18.57289,74.02108 18.57333,73.99043 18.57995,73.98768 18.58088,73.98252 18.58044)"
135,NORMAL_135_Wadebolhai To Pune Station_Down-2010_0,0,Wadebolhai,Pune Station,41,"LINESTRING (74.07852 18.58677,74.0732 18.58659,74.06157 18.58196,74.04676 18.57533,74.03781 18.57441,74.03261 18.5735,74.02692 18.5731,74.0246 18.57301,74.02339 18.57294,74.0222 18.57289,74.02108 18.57333,73.99043 18.57995,73.98768 18.58088,73.98252 18.58044,73.97908 18.58068,73.97681 18.58018,73.96836 18.57693,73.96423 18.5761,73.96032 18.5747,73.95521 18.57206,73.94789 18.56748,73.94406 18.56554,73.93772 18.56237,73.93168 18.56306,73.92867 18.56283,73.92336 18.56223,73.91672 18.5603,73.91242 18.55882,73.90507 18.55471,73.89596 18.55174,73.89239 18.54839,73.88814 18.54554,73.88564 18.54501,73.88363 18.54064,73.88048 18.5358,73.87746 18.53252,73.8762 18.52876,73.87669 18.52569,73.87532 18.52359,73.87201 18.52561,73.87281 18.52699)"
136,NORMAL_136_Pune Station To Vadegaon_Up-0650_0,0,Pune Station,Vadegaon,34,"LINESTRING (73.87281 18.52699,73.87797 18.53299,73.88095 18.53678,73.88344 18.54068,73.88549 18.54521,73.88791 18.54567,73.8922 18.54847,73.89567 18.55177,73.90513 18.55486,73.91238 18.55898,73.91945 18.56126,73.92319 18.56232,73.92864 18.56295,73.93286 18.56346,73.93782 18.5624,73.94395 18.56545,73.94761 18.56742,73.96023 18.57486,73.96411 18.57618,73.9683 18.57712,73.97487 18.57956,73.97913 18.58077,73.9824 18.58064,73.98719 18.58131,73.99052 18.57996,74.0211 18.57337,74.0222 18.57289,74.02339 18.57294,74.0246 18.57301,74.02692 18.5731,74.03276 18.56869,74.04708 18.56226,74.05954 18.55654,74.06511 18.55632)"
136,NORMAL_136_Pune Station To Vadegaon_Up-0840_0,0,Wagholi,Vadegaon,12,"LINESTRING (73.9824 18.58064,73.98719 18.58131,73.99052 18.57996,74.0211 18.57337,74.0222 18.57289,74.02339 18.57294,74.0246 18.57301,74.02692 18.5731,74.03276 18.56869,74.04708 18.56226,74.05954 18.55654,74.06511 18.55632)"
136,NORMAL_136_Vadegaon To Pune Station_Down-0800_0,0,Vadegaon,Wagholi,12,"LINESTRING (74.06512 18.5563,74.05953 18.55644,74.04648 18.56256,74.03467 18.56834,74.02692 18.5731,74.0246 18.57301,74.02339 18.57294,74.0222 18.57289,74.02108 18.57333,73.99043 18.57995,73.98768 18.58088,73.98252 18.58044)"
136,NORMAL_136_Vadegaon To Pune Station_Down-2110_0,0,Vadegaon,Pune Station,36,"LINESTRING (74.06512 18.5563,74.05953 18.55644,74.04648 18.56256,74.03467 18.56834,74.02692 18.5731,74.0246 18.57301,74.02339 18.57294,74.0222 18.57289,74.02108 18.57333,73.99043 18.57995,73.98768 18.58088,73.98252 18.58044,73.97908 18.58068,73.97681 18.58018,73.96836 18.57693,73.96423 18.5761,73.96032 18.5747,73.94789 18.56748,73.94406 18.56554,73.93772 18.56237,73.93309 18.56331,73.92867 18.56283,73.92336 18.56223,73.91965 18.56112,73.91242 18.55882,73.90507 18.55471,73.89596 18.55174,73.89239 18.54839,73.88814 18.54554,73.88564 18.54501,73.88363 18.54064,73.88048 18.5358,73.87746 18.53252,73.8762 18.52876,73.87669 18.52569,73.87304 18.52737)"
139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0600_0,0,Bhakti Shakti,Shewalwadi,55,"LINESTRING (73.77224 18.66542,73.77814 18.65855,73.78245 18.65375,73.78469 18.65108,73.78878 18.64637,73.79235 18.64222,73.79436 18.63988,73.79904 18.63431,73.80204 18.6308,73.80529 18.62706,73.80836 18.6234,73.81142 18.6198,73.81621 18.61423,73.82135 18.60827,73.82593 18.60269,73.8288 18.59659,73.83189 18.58992,73.83333 18.58627,73.8346 18.581,73.8379 18.57162,73.83888 18.56754,73.84171 18.56273,73.84561 18.55838,73.84748 18.55586,73.8498 18.5518,73.85188 18.54743,73.85171 18.543,73.85085 18.53892,73.85139 18.53515,73.8543 18.53152,73.8586 18.52958,73.86272 18.52989,73.86422 18.52715,73.87164 18.52443,73.87635 18.523,73.87852 18.51877,73.88003 18.51301,73.87942 18.50781,73.88215 18.50641,73.89032 18.5065,73.89669 18.50694,73.89975 18.5067,73.90651 18.50654,73.91229 18.50637,73.921 18.5042,73.92776 18.50258,73.93314 18.50177,73.93868 18.50024,73.94354 18.5003,73.9481 18.49965,73.95136 18.49919,73.95711 18.4984,73.9618 18.498,73.96771 18.49688,73.96995 18.49665)"
139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0805_0,0,Bhekrainagar,Bhakti Shakti,55,"LINESTRING (73.9536 18.48415,73.95188 18.48762,73.95052 18.4893,73.94891 18.4914,73.94698 18.49383,73.94546 18.49493,73.93868 18.50024,73.93078 18.50153,73.92656 18.50262,73.92217 18.50379,73.91291 18.50621,73.90748 18.50646,73.90192 18.50639,73.89682 18.5067,73.89062 18.5063,73.88239 18.50604,73.87946 18.50863,73.87987 18.51311,73.87877 18.5157,73.87799 18.51872,73.87532 18.52359,73.87133 18.52424,73.86422 18.52715,73.8624 18.52962,73.85853 18.5294,73.85415 18.53121,73.85124 18.53504,73.85067 18.53894,73.85152 18.54299,73.85164 18.54685,73.84968 18.55175,73.84738 18.55583,73.84517 18.55861,73.84162 18.56267,73.83875 18.5676,73.83692 18.57254,73.8343 18.58107,73.83344 18.58462,73.83154 18.58998,73.82885 18.5958,73.8256 18.60262,73.82079 18.60849,73.81427 18.61617,73.80998 18.62109,73.80817 18.62319,73.80473 18.62717,73.80194 18.63051,73.79888 18.63397,73.79403 18.63964,73.79215 18.64199,73.78899 18.64572,73.78464 18.6508,73.78223 18.65374,73.778 18.65845,73.77178 18.66486)"
139,NORMAL_139_Nigdi To Bhekrai nagar_Down-0615_0,0,Bhakti Shakti,Bhekrainagar,58,"LINESTRING (73.77224 18.66542,73.77713 18.65974,73.7828 18.656,73.78502 18.64956,73.78716 18.64827,73.78849 18.64688,73.79053 18.64433,73.79304 18.64149,73.79407 18.63951,73.79923 18.63417,73.80217 18.63071,73.80553 18.62675,73.80812 18.62365,73.81072 18.62077,73.81519 18.61555,73.81682 18.61359,73.82116 18.60793,73.8249 18.60434,73.8269 18.60111,73.82799 18.59868,73.83023 18.59366,73.83314 18.58638,73.835 18.57882,73.83706 18.57264,73.83888 18.56754,73.84171 18.56273,73.84561 18.55838,73.84748 18.55586,73.8498 18.5518,73.85188 18.54743,73.85171 18.543,73.85085 18.53892,73.85139 18.53515,73.8543 18.53152,73.8586 18.52958,73.86272 18.52989,73.86443 18.52712,73.87164 18.52443,73.87635 18.523,73.87852 18.51877,73.88003 18.51301,73.87942 18.50781,73.88215 18.50641,73.89032 18.5065,73.89669 18.50694,73.89975 18.5067,73.90651 18.50654,73.91229 18.50637,73.921 18.5042,73.92776 18.50258,73.93314 18.50177,73.93868 18.50024,73.94296 18.49701,73.94599 18.49479,73.94905 18.49153,73.9506 18.48944,73.95188 18.4878,73.95389 18.48373)"
139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0600_0,0,Shewalwadi,Bhakti Shakti,56,"LINESTRING (73.97002 18.49637,73.96766 18.49668,73.96151 18.49758,73.95795 18.49805,73.95143 18.49899,73.94798 18.49946,73.94405 18.49995,73.93866 18.50023,73.93078 18.50153,73.92776 18.50258,73.92217 18.50379,73.91291 18.50621,73.90748 18.50646,73.90192 18.50639,73.89682 18.5067,73.89062 18.5063,73.88239 18.50604,73.87946 18.50863,73.87987 18.51311,73.87877 18.5157,73.87799 18.51872,73.87532 18.52359,73.87133 18.52424,73.86443 18.52712,73.8624 18.52962,73.85853 18.5294,73.85415 18.53121,73.85124 18.53504,73.85067 18.53894,73.85152 18.54299,73.85164 18.54685,73.84968 18.55175,73.84738 18.55583,73.84517 18.55861,73.84162 18.56267,73.83875 18.5676,73.8379 18.57162,73.8343 18.58107,73.83344 18.58462,73.83154 18.58998,73.82885 18.5958,73.8256 18.60262,73.82079 18.60849,73.81427 18.61617,73.80998 18.62109,73.80817 18.62319,73.80473 18.62717,73.80194 18.63051,73.79888 18.63397,73.79403 18.63964,73.79215 18.64199,73.78899 18.64572,73.78464 18.6508,73.78223 18.65374,73.778 18.65845,73.77178 18.66486)"
13A,NORMAL_13A_Shivajinagar To VIT College_Down-0715_0,0,Shivajinagar,VIT College,29,"LINESTRING (73.84926 18.53257,73.85234 18.52864,73.85281 18.52634,73.85411 18.52382,73.85587 18.5204,73.85623 18.51823,73.85808 18.51172,73.85812 18.50962,73.85871 18.50579,73.85856 18.50173,73.85817 18.49928,73.85817 18.49701,73.85808 18.4943,73.85766 18.48967,73.85817 18.4867,73.85971 18.48435,73.86102 18.48175,73.86174 18.47836,73.8625 18.47545,73.86288 18.47312,73.86431 18.46815,73.86466 18.46559,73.86498 18.46356,73.8674 18.461,73.87174 18.46086,73.87547 18.46122,73.8778 18.45959,73.87794 18.458,73.88345 18.45992)"
13A,NORMAL_13A_VIT College To Shivajinagar_Up-0810_0,0,VIT College,Shivajinagar,29,"LINESTRING (73.88351 18.45946,73.87797 18.45826,73.87774 18.45949,73.87698 18.46115,73.87175 18.46082,73.86735 18.46096,73.86501 18.46301,73.86453 18.46581,73.86408 18.4686,73.86308 18.47236,73.86237 18.47535,73.86167 18.47827,73.86077 18.4818,73.85945 18.48466,73.85812 18.48646,73.85766 18.48967,73.85771 18.49362,73.85771 18.49689,73.85817 18.49928,73.85369 18.50314,73.85367 18.50822,73.85385 18.5122,73.85386 18.51549,73.85397 18.51828,73.8545 18.51973,73.85414 18.52392,73.85274 18.52622,73.84911 18.53028,73.84981 18.53071)"
14,NORMAL_14_Dhayari Maruti Mandir To Kesnand Phata_Up-0540_0,0,Swargate,Kesnand Phata,36,"LINESTRING (73.85789 18.50159,73.86139 18.50032,73.86381 18.5,73.86641 18.50053,73.86847 18.50564,73.86833 18.51092,73.86869 18.51256,73.86861 18.51493,73.86831 18.51879,73.86771 18.52009,73.87148 18.52507,73.87317 18.52741,73.87797 18.53299,73.88095 18.53678,73.88344 18.54068,73.88549 18.54521,73.88791 18.54567,73.8922 18.54847,73.89567 18.55177,73.90513 18.55486,73.91238 18.55898,73.91945 18.56126,73.92319 18.56232,73.92864 18.56295,73.93286 18.56346,73.93782 18.5624,73.94395 18.56545,73.94789 18.56748,73.95492 18.57209,73.96023 18.57486,73.96423 18.5761,73.9683 18.57712,73.97681 18.58018,73.97913 18.58077,73.9824 18.58064,73.98719 18.58131)"
14,NORMAL_14_Dhayari Maruti Mandir To Kesnand Phata_Up-0630_0,0,Dhayari Maruti Mandir,Kesnand Phata,66,"LINESTRING (73.80998 18.44243,73.81259 18.44243,73.81429 18.44677,73.81453 18.4467,73.81033 18.44779,73.81098 18.45058,73.81119 18.45211,73.8116 18.45435,73.81174 18.45725,73.81311 18.46136,73.81549 18.46436,73.81744 18.46667,73.81944 18.46868,73.82037 18.47043,73.82086 18.47167,73.82251 18.47534,73.82356 18.47772,73.82596 18.48147,73.82786 18.48491,73.82853 18.48712,73.83099 18.48944,73.83324 18.49095,73.83476 18.49291,73.83696 18.49501,73.84148 18.49843,73.84488 18.50049,73.84704 18.50133,73.85266 18.49947,73.85369 18.50314,73.85479 18.50447,73.85789 18.50159,73.86139 18.50032,73.86381 18.5,73.86641 18.50053,73.86847 18.50564,73.86833 18.51092,73.86869 18.51256,73.86861 18.51493,73.86831 18.51879,73.86771 18.52009,73.87148 18.52507,73.87317 18.52741,73.87797 18.53299,73.88095 18.53678,73.88344 18.54068,73.88549 18.54521,73.88791 18.54567,73.8922 18.54847,73.89567 18.55177,73.90513 18.55486,73.91238 18.55898,73.91945 18.56126,73.92319 18.56232,73.92864 18.56295,73.93286 18.56346,73.93782 18.5624,73.94395 18.56545,73.94789 18.56748,73.95492 18.57209,73.96023 18.57486,73.96423 18.5761,73.9683 18.57712,73.97681 18.58018,73.97913 18.58077,73.9824 18.58064,73.98719 18.58131)"
14,NORMAL_14_Dhayari Maruti Mandir To Kesnand Phata_Up-2115_0,0,Dhayari Maruti Mandir,Swargate,31,"LINESTRING (73.80998 18.44243,73.81259 18.44243,73.81429 18.44677,73.81453 18.4467,73.81033 18.44779,73.81098 18.45058,73.81119 18.45211,73.8116 18.45435,73.81174 18.45725,73.81311 18.46136,73.81549 18.46436,73.81744 18.46667,73.81944 18.46868,73.82037 18.47043,73.82086 18.47167,73.82251 18.47534,73.82356 18.47772,73.82596 18.48147,73.82786 18.48491,73.82853 18.48712,73.83099 18.48944,73.83324 18.49095,73.83476 18.49291,73.83696 18.49501,73.84148 18.49843,73.84488 18.50049,73.84704 18.50133,73.85266 18.49947,73.85369 18.50314,73.85479 18.50447,73.85789 18.50159)"
14,NORMAL_14_Kesnand Phata To Dhayari Maruti Mandir_Down-0550_0,0,Swargate Depo,Dhayari Maruti Mandir,30,"LINESTRING (73.86118 18.50011,73.85735 18.50071,73.85236 18.49918,73.84652 18.50115,73.84491 18.50078,73.8409 18.49803,73.8378 18.49555,73.83597 18.49379,73.833 18.49072,73.83023 18.48877,73.82887 18.48732,73.82775 18.48376,73.82534 18.48024,73.82371 18.47765,73.82284 18.47577,73.82165 18.47325,73.82052 18.47033,73.81985 18.46901,73.81824 18.46712,73.81507 18.46313,73.81274 18.46065,73.81191 18.45733,73.81161 18.45394,73.81123 18.45135,73.81105 18.45053,73.81036 18.44755,73.81467 18.44674,73.81581 18.44383,73.81294 18.44228,73.8097 18.44236)"
14,NORMAL_14_Kesnand Phata To Dhayari Maruti Mandir_Down-0645_0,0,Kesnand Phata,Dhayari Maruti Mandir,67,"LINESTRING (73.98768 18.58088,73.98252 18.58044,73.97908 18.58068,73.97681 18.58018,73.9683 18.57712,73.96423 18.5761,73.96032 18.5747,73.95521 18.57206,73.94789 18.56748,73.94406 18.56554,73.93772 18.56237,73.93286 18.56346,73.92867 18.56283,73.92336 18.56223,73.91965 18.56112,73.91242 18.55882,73.90507 18.55471,73.89596 18.55174,73.89239 18.54839,73.88814 18.54554,73.88564 18.54501,73.88363 18.54064,73.88048 18.5358,73.87746 18.53252,73.8762 18.52876,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.86913 18.52342,73.86766 18.52036,73.86845 18.51865,73.86854 18.51747,73.86883 18.51257,73.86843 18.51055,73.86857 18.50578,73.86809 18.50099,73.86381 18.49982,73.86118 18.50011,73.85735 18.50071,73.85236 18.49918,73.84652 18.50115,73.84491 18.50078,73.8409 18.49803,73.8378 18.49555,73.83597 18.49379,73.833 18.49072,73.83023 18.48877,73.82887 18.48732,73.82775 18.48376,73.82534 18.48024,73.82371 18.47765,73.82284 18.47577,73.82165 18.47325,73.82052 18.47033,73.81985 18.46901,73.81824 18.46712,73.81507 18.46313,73.81274 18.46065,73.81191 18.45733,73.81161 18.45394,73.81123 18.45135,73.81105 18.45053,73.81036 18.44755,73.81467 18.44674,73.81581 18.44383,73.81294 18.44228,73.8097 18.44236)"
14,NORMAL_14_Kesnand Phata To Dhayari Maruti Mandir_Down-2055_0,0,Kesnand Phata,Swargate Depo,38,"LINESTRING (73.98768 18.58088,73.98252 18.58044,73.97908 18.58068,73.97681 18.58018,73.9683 18.57712,73.96423 18.5761,73.96032 18.5747,73.95521 18.57206,73.94789 18.56748,73.94406 18.56554,73.93772 18.56237,73.93286 18.56346,73.92867 18.56283,73.92336 18.56223,73.91965 18.56112,73.91242 18.55882,73.90507 18.55471,73.89596 18.55174,73.89239 18.54839,73.88814 18.54554,73.88564 18.54501,73.88363 18.54064,73.88048 18.5358,73.87746 18.53252,73.8762 18.52876,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.86913 18.52342,73.86766 18.52036,73.86845 18.51865,73.86854 18.51747,73.86883 18.51257,73.86843 18.51055,73.86857 18.50578,73.86809 18.50099,73.86381 18.49982,73.86118 18.50011)"
140,NORMAL_140_Pune Station To Upper Depot_Down-0615_0,0,Pune Station,Upper Depot,28,"LINESTRING (73.87304 18.52737,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.87048 18.52369,73.86993 18.52,73.86845 18.51865,73.86854 18.51747,73.86883 18.51257,73.86843 18.51055,73.86857 18.50578,73.86949 18.49975,73.86941 18.4925,73.87007 18.48989,73.87066 18.48758,73.87161 18.48358,73.87208 18.48066,73.86776 18.4807,73.86584 18.48077,73.86168 18.4808,73.86174 18.47836,73.8625 18.47545,73.86288 18.47312,73.86431 18.46815,73.86466 18.46559,73.86498 18.46356,73.8674 18.461,73.87174 18.46086)"
140,NORMAL_140_Sangmwadi Phata To Upper Depot_Down-0920_0,1,Sangamwadi phata,Upper Depot,35,"LINESTRING (73.86337 18.5375,73.87772 18.54455,73.8781 18.54425,73.88396 18.54514,73.88548 18.54087,73.88564 18.53586,73.87972 18.52849,73.87897 18.52557,73.87718 18.52477,73.87635 18.523,73.87133 18.52424,73.86913 18.52342,73.86766 18.52036,73.86845 18.51865,73.86854 18.51747,73.86883 18.51257,73.86843 18.51055,73.8686 18.50574,73.86929 18.4996,73.86941 18.4925,73.87007 18.48989,73.87061 18.48769,73.87161 18.48358,73.87208 18.48066,73.86776 18.4807,73.86584 18.48077,73.86184 18.4808,73.86174 18.47836,73.8625 18.47545,73.86288 18.47312,73.86431 18.46815,73.86466 18.46559,73.86498 18.46356,73.8674 18.461,73.87174 18.46086)"
140,NORMAL_140_Upper Depot To Pune Station_Up-0530_0,0,Upper Depot,Pune station,26,"LINESTRING (73.87175 18.46082,73.86735 18.46096,73.86501 18.46301,73.86453 18.46581,73.86408 18.4686,73.86308 18.47236,73.86237 18.47535,73.86167 18.47827,73.86179 18.48095,73.86568 18.48095,73.86777 18.48079,73.87189 18.48078,73.8714 18.4837,73.87045 18.48767,73.86985 18.49024,73.86935 18.49208,73.86929 18.4996,73.86847 18.50564,73.86833 18.51092,73.86869 18.51256,73.86861 18.51493,73.86831 18.51879,73.87008 18.52009,73.87032 18.52344,73.87201 18.52561,73.87317 18.52741)"
140,NORMAL_140_Upper Depot To Sangmwadi Phata_Up-0810_0,1,Upper Depot,Sangamwadi phata,33,"LINESTRING (73.87175 18.46082,73.86735 18.46096,73.86501 18.46301,73.86453 18.46581,73.86408 18.4686,73.86308 18.47236,73.86237 18.47535,73.86167 18.47827,73.86145 18.4809,73.86568 18.48095,73.86777 18.48079,73.87189 18.48078,73.8714 18.4837,73.87045 18.48767,73.86985 18.49024,73.86935 18.49208,73.86949 18.49975,73.86847 18.50564,73.86833 18.51092,73.86869 18.51256,73.86861 18.51493,73.86831 18.51879,73.86771 18.52009,73.87148 18.52507,73.87281 18.52699,73.87886 18.5256,73.87977 18.5285,73.88551 18.53585,73.88532 18.54086,73.88296 18.54489,73.87802 18.54415,73.87759 18.54446,73.86231 18.53653)"
142,NORMAL_142_Ghotawade Phata To Pune Station_Down-0655_0,0,Ghotawade Phata,Pune Station,54,"LINESTRING (73.67832 18.51299,73.67716 18.5131,73.67018 18.52407,73.6695 18.5278,73.66999 18.53117,73.66996 18.53208,73.66929 18.54252,73.66904 18.54537,73.67467 18.54406,73.67984 18.54159,73.68491 18.53849,73.68683 18.53983,73.69268 18.547,73.69832 18.55481,73.70392 18.55406,73.70861 18.55644,73.71577 18.55776,73.7204 18.55591,73.72667 18.55341,73.73737 18.55598,73.74956 18.55373,73.75393 18.55338,73.7683 18.54854,73.77044 18.54816,73.7729 18.54701,73.77869 18.54524,73.78277 18.54404,73.78568 18.54358,73.7868 18.54328,73.79071 18.54232,73.79195 18.54158,73.79394 18.53948,73.7974 18.53807,73.80245 18.53799,73.80475 18.53785,73.80755 18.53866,73.80961 18.53921,73.81282 18.53973,73.81678 18.54002,73.81724 18.54005,73.82367 18.5415,73.82479 18.54173,73.83059 18.54116,73.83671 18.5365,73.83878 18.53498,73.84153 18.53312,73.84798 18.53078,73.85234 18.52864,73.85281 18.52634,73.85471 18.52341,73.85868 18.52457,73.86422 18.52715,73.87201 18.52561,73.87304 18.52737)"
142,NORMAL_142_Pune Station To Ghotawade Phata_Up-0530_0,0,Pune Station,Ghotawade Phata,56,"LINESTRING (73.87281 18.52699,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.86443 18.52712,73.85909 18.52468,73.85398 18.52405,73.85274 18.52622,73.84911 18.53028,73.84233 18.53238,73.83866 18.53485,73.83649 18.53649,73.83504 18.53749,73.82824 18.54194,73.82554 18.5417,73.82384 18.54145,73.81807 18.54005,73.81655 18.53987,73.81004 18.53916,73.80985 18.53908,73.80767 18.53862,73.80532 18.53777,73.80203 18.53793,73.79585 18.53765,73.79381 18.53898,73.79184 18.54154,73.79093 18.54203,73.78689 18.54335,73.78518 18.54348,73.78273 18.54394,73.77879 18.54508,73.77274 18.54729,73.77054 18.54809,73.76069 18.55202,73.75393 18.55328,73.74964 18.55366,73.73742 18.556,73.72883 18.553,73.72038 18.55587,73.71576 18.55774,73.70865 18.55636,73.70183 18.55376,73.6983 18.55473,73.6929 18.5472,73.68891 18.54072,73.68588 18.53971,73.68509 18.53845,73.67467 18.54396,73.66893 18.54523,73.66937 18.54272,73.66996 18.53208,73.66994 18.53112,73.66948 18.52773,73.6698 18.52519,73.67727 18.51302,73.67832 18.51291)"
143,NORMAL_143_Galinde Path To Pune Station (Vai Mhatre Pul)_Up-0530_0,0,Galinde Path,Pune station,33,"LINESTRING (73.81045 18.48473,73.81438 18.48924,73.81481 18.48917,73.8166 18.48914,73.81807 18.49199,73.82024 18.49205,73.82486 18.49014,73.8257 18.48997,73.8278 18.4932,73.82812 18.49578,73.82695 18.49792,73.82605 18.4983,73.82642 18.50147,73.82924 18.50294,73.83158 18.50492,73.83239 18.50557,73.835 18.50461,73.84331 18.50492,73.84461 18.50574,73.84386 18.50862,73.84322 18.51036,73.84447 18.5135,73.84689 18.51581,73.84891 18.51625,73.85386 18.51549,73.85397 18.51828,73.8545 18.51973,73.85828 18.51881,73.86069 18.51904,73.86476 18.52031,73.86645 18.52245,73.87201 18.52561,73.87317 18.52741)"
143,NORMAL_143_Pune Station To Galinde Path (Vai Mhatre Pul)_Down-0620_0,0,Pune Station,Galinde Path,36,"LINESTRING (73.87304 18.52737,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.86996 18.52382,73.86774 18.52284,73.86466 18.51948,73.86069 18.51904,73.85827 18.51873,73.85625 18.51748,73.85375 18.51493,73.849 18.51616,73.84737 18.51597,73.84474 18.51318,73.84334 18.51046,73.84401 18.50854,73.84511 18.50519,73.84307 18.50494,73.83884 18.50409,73.8326 18.50558,73.83135 18.5046,73.82947 18.50302,73.82711 18.50167,73.82606 18.49832,73.827 18.498,73.8283 18.49549,73.82758 18.49245,73.82598 18.48996,73.82558 18.49,73.82024 18.49205,73.8193 18.49243,73.81775 18.4907,73.81681 18.48939,73.81523 18.48907,73.81436 18.48883,73.81045 18.48445)"
143A,NORMAL_143A_Galinde Path To Pune Station (Vai Nal Stop)_Up-0615_0,0,Galinde Path,Pune Station,32,"LINESTRING (73.81033 18.48462,73.81436 18.48934,73.81481 18.48917,73.8166 18.48914,73.81807 18.49199,73.82024 18.49205,73.82486 18.49014,73.8257 18.48997,73.8278 18.4932,73.82812 18.49578,73.82695 18.49792,73.82605 18.4983,73.82642 18.50147,73.82924 18.50294,73.83158 18.50492,73.83239 18.50557,73.83208 18.50909,73.83481 18.51048,73.83865 18.51238,73.84095 18.51347,73.84446 18.51348,73.84689 18.51581,73.84891 18.51625,73.85386 18.51549,73.85397 18.51828,73.8545 18.51973,73.85827 18.51873,73.86035 18.51902,73.86476 18.52031,73.86645 18.52245,73.87201 18.52561,73.87281 18.52699)"
143A,NORMAL_143A_Pune Station To Galinde Path (Vai Nal Stop)_Down-0705_0,0,Pune Station,Galinde Path,35,"LINESTRING (73.87304 18.52737,73.87669 18.52569,73.87532 18.52359,73.87133 18.52424,73.86913 18.52342,73.86645 18.52245,73.86466 18.51948,73.86069 18.51904,73.85827 18.51873,73.85623 18.51823,73.85386 18.51549,73.849 18.51616,73.84737 18.51597,73.84474 18.51318,73.84103 18.51327,73.83826 18.51205,73.83528 18.5106,73.83192 18.50893,73.8326 18.50558,73.83135 18.5046,73.82947 18.50302,73.82711 18.50167,73.82606 18.49832,73.827 18.498,73.8283 18.49549,73.82758 18.49245,73.82598 18.48996,73.82558 18.49,73.82024 18.49205,73.8193 18.49243,73.81777 18.49076,73.81667 18.48924,73.81523 18.48907,73.81414 18.48873,73.81063 18.48472)"
144,NORMAL_144_Gujrat Colony To Pune station_Up-0755_0,1,Gujrat Colony,Pune station,25,"LINESTRING (73.81187 18.50508,73.81456 18.50565,73.81565 18.50592,73.81779 18.50526,73.8181 18.50403,73.82036 18.50379,73.82417 18.5055,73.8283 18.50722,73.83192 18.50893,73.83481 18.51048,73.83865 18.51238,73.84095 18.51347,73.84484 18.51289,73.84676 18.51306,73.8505 18.51356,73.85333 18.51374,73.85386 18.51549,73.85397 18.51828,73.8545 18.51973,73.85828 18.51881,73.86069 18.51904,73.86476 18.52031,73.86771 18.52009,73.87201 18.52561,73.87317 18.52741)"
144,NORMAL_144_Kothrud Depot To Pune Station_Up-0605_0,1,Kothrud Terminal,Pune station,32,"LINESTRING (73.79554 18.5068,73.79706 18.50801,73.79921 18.50764,73.8039 18.5071,73.80784 18.50758,73.80967 18.50833,73.81181 18.50945,73.81187 18.50509,73.81383 18.5056,73.81565 18.50592,73.81779 18.50526,73.81806 18.50438,73.82036 18.50379,73.82417 18.5055,73.8283 18.50722,73.83208 18.50909,73.83481 18.51048,73.83865 18.51238,73.84095 18.51347,73.84484 18.51289,73.84676 18.51306,73.8505 18.51356,73.85333 18.51374,73.85386 18.51549,73.85397 18.51828,73.8545 18.51973,73.85828 18.51881,73.86069 18.51904,73.86476 18.52031,73.86771 18.52009,73.87201 18.52561,73.87317 18.52741)"
